Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain,Rain_Binary,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Irrigation_Needed
32.52905426622904,89.96663973855173,19.71804406352919,2.026114964788128,1022.833134071462,no rain,0.0,31.05,59.62,35.9,Sandy,Paddy,46,1,1,Urea,Yes
23.86612646550649,42.7538351446123,5.583333617935232,50.36150487320212,998.445161963478,no rain,0.0,28.51,55.73,42.73,Red,Millets,34,0,0,Urea,No
30.67154007621737,38.79651117196547,14.393032237963991,12.186266862307836,1002.3752139411968,no rain,0.0,36.45,68.49,26.71,Loamy,Maize,21,1,24,10-26-26,Yes
28.139338352537237,68.08497935822251,5.266656290619149,65.09428121267115,994.057724222886,no rain,0.0,29.8,66.69,70.0,Clayey,Millets,11,6,30,28-28,No
10.96393115147496,78.8159578002075,15.486128958530418,73.10060859393762,998.5250103420136,rain,1.0,27.41,49.33,22.31,Loamy,Barley,30,0,0,28-28,No
29.32775131263548,96.84916337137724,12.879682487715112,85.92659733128383,1026.9113547537704,no rain,0.0,30.29,48.59,52.49,Sandy,Pulses,20,2,24,DAP,No
15.421756252276015,56.00740859195352,11.45413725155511,88.8643501929777,1024.6434746869254,no rain,0.0,40.0,69.41,43.69,Red,Ground Nuts,12,0,45,10-26-26,No
32.57874117128929,54.25897965425876,9.177897485274304,30.94495362992712,998.3152675845788,no rain,0.0,26.52,49.7,59.42,Loamy,Barley,8,0,14,Urea,No
11.0731047652208,66.10980085311093,4.856865196919409,35.77597425009572,1017.7812305809638,no rain,0.0,29.97,57.71,70.0,Clayey,Pulses,8,7,32,17-17-17,No
18.32680086185797,77.94565556946962,12.188544769424484,97.44728953406346,1040.2442066557835,rain,1.0,29.01,57.85,40.02,Sandy,Pulses,16,3,41,28-28,No
12.493323680868851,69.62166439807122,17.486950982345693,43.39218223185809,998.786560162206,no rain,0.0,31.5,53.39,52.53,Black,Paddy,1,13,18,17-17-17,No
21.889727927121093,80.61214853328173,0.626108281017479,40.47058662834764,981.7427340730796,no rain,0.0,28.83,59.28,49.24,Sandy,Ground Nuts,33,0,0,14-35-14,No
30.5005608967438,56.62204559787433,14.653394776572206,92.536063191406,999.32603906115,no rain,0.0,23.87,61.85,26.36,Sandy,Paddy,44,0,4,14-35-14,Yes
17.4546839915766,90.35383411296692,17.598450703205398,18.730232982211724,1045.850613738857,no rain,0.0,36.75,69.93,42.63,Sandy,Millets,9,4,38,Urea,No
13.77337243277604,42.80829155087719,12.337755605062984,47.40757745008791,981.435871546884,no rain,0.0,34.96,53.85,35.07,Sandy,Sugarcane,42,1,0,28-28,No
18.25667589242248,52.11332499798296,5.168612648167574,48.54259740541623,988.5086860894892,no rain,0.0,32.9,66.62,21.84,Clayey,Millets,39,4,2,17-17-17,No
30.3470035480159,84.15743646392222,7.02950118883964,74.25282586935403,992.160697426468,no rain,0.0,24.66,59.3,31.83,Clayey,Cotton,37,0,0,14-35-14,Yes
13.509598944983672,53.4970577785577,14.976096418105838,43.54135024668393,1029.4416011747994,no rain,0.0,28.78,65.76,64.46,Sandy,Ground Nuts,9,11,34,10-26-26,No
15.684061226937544,76.77082216590107,7.3364472879539715,86.32221120549012,1048.5080541881198,rain,1.0,36.61,57.83,47.58,Sandy,Barley,26,1,22,Urea,No
11.721299112334348,50.14583264910725,0.1614631218783313,67.02469813222248,1021.1816398596064,no rain,0.0,30.33,61.55,45.94,Sandy,Tobacco,13,0,40,14-35-14,No
27.64275109974019,43.09730397033049,2.1103658928447437,93.0967532572797,986.1948564430528,no rain,0.0,24.68,45.27,47.81,Clayey,Pulses,21,0,27,DAP,No
19.88083108840842,51.051279476720765,5.70680740235588,26.202118844280854,1012.0597658960006,no rain,0.0,20.7,52.06,31.55,Red,Cotton,24,0,19,20-20,No
17.7709994285829,92.0895307926516,7.8633960637877,81.24025081584712,1034.8149328623338,rain,1.0,30.81,65.77,45.65,Black,Maize,11,1,11,17-17-17,No
27.9656597585288,62.26181900841984,7.286494461435613,11.677320895906751,992.5362136900292,no rain,0.0,36.75,74.94,55.55,Loamy,Tobacco,37,0,0,20-20,No
18.399438558506382,45.77906076167599,16.1285544228447,80.19300984260431,1000.708825635793,no rain,0.0,29.68,55.32,30.31,Clayey,Paddy,19,1,14,28-28,No
28.194281830360453,52.500701241553074,4.431654723449894,84.87292395469763,1026.7302150361909,no rain,0.0,29.45,51.32,62.42,Loamy,Millets,13,1,10,28-28,No
30.37998488285784,30.19396696379773,8.20626631266576,40.659648306540376,1002.2484278380716,no rain,0.0,33.28,70.59,39.69,Black,Barley,10,13,14,Urea,Yes
15.44157108644346,82.906580142992,16.284537882374593,70.00138364418991,1031.0200533983902,rain,1.0,28.42,49.48,38.23,Black,Oil seeds,9,11,25,14-35-14,No
34.34546742114958,45.79742167029613,15.86874561068724,96.87024546738256,1035.66031932836,no rain,0.0,29.18,67.41,29.21,Red,Paddy,8,14,17,Urea,Yes
14.05894869781667,71.85447281893516,4.104506124672865,18.49339025159946,1038.154738203306,no rain,0.0,35.39,69.31,42.02,Black,Millets,12,8,28,10-26-26,No
17.271022666418563,31.757667672400014,7.281460245297843,61.81409582708754,1018.5887080050848,no rain,0.0,33.12,66.48,41.95,Sandy,Oil seeds,7,0,15,10-26-26,No
14.49488227083854,88.41489023814623,3.126262990857671,4.74305307578542,1006.515644501368,no rain,0.0,28.27,69.62,65.41,Sandy,Cotton,3,10,32,14-35-14,No
18.63764140890836,43.12113275454486,1.8019997640474104,33.86036750262292,1023.2924154672858,no rain,0.0,33.61,68.82,40.58,Clayey,Maize,13,0,39,10-26-26,No
22.00152219551889,30.333786443498894,11.083863724894115,14.11867841262725,993.0389666672876,no rain,0.0,25.71,55.35,40.7,Clayey,Millets,40,3,0,10-26-26,No
23.054396725052975,51.08314658557979,6.389844847098298,53.67829916339966,994.3195631762858,no rain,0.0,31.15,66.9,49.75,Sandy,Cotton,14,16,15,17-17-17,No
31.3401510574068,94.43409831860902,10.27378433052298,60.32158565616197,1037.3093063447077,no rain,0.0,23.02,62.92,28.92,Black,Pulses,41,1,0,DAP,Yes
32.23619772039666,48.382995263124506,11.7581979715614,98.94057680301243,1037.2094454704231,no rain,0.0,25.53,52.01,43.54,Clayey,Cotton,8,0,12,Urea,No
15.502596519522658,65.2435186682538,12.123845352185208,96.68024850188634,1008.4803837537756,no rain,0.0,29.52,46.94,40.51,Red,Cotton,32,0,0,10-26-26,No
25.57235080464381,58.50608910503931,18.81530413387678,88.26613406922584,1012.718429774258,no rain,0.0,31.28,59.63,56.79,Clayey,Maize,10,10,16,DAP,No
12.78740143246789,50.597448083246064,4.69298439400621,56.74812846565113,1010.0827179321274,no rain,0.0,27.39,58.57,47.88,Black,Pulses,17,3,28,Urea,No
21.474246504551708,94.91475050210995,17.961705864599228,88.60628513473452,1011.6668651863072,rain,1.0,24.97,57.24,56.69,Sandy,Tobacco,8,0,33,14-35-14,No
18.05833845116545,85.22964356376087,1.0261732366622756,35.49178171573638,995.94538932615,no rain,0.0,34.81,77.03,58.09,Red,Pulses,36,2,0,10-26-26,No
17.91251863634016,83.33393207617,0.6076567822476808,20.09312518302503,995.280194441777,no rain,0.0,30.22,68.75,58.39,Sandy,Tobacco,12,9,14,14-35-14,No
22.064606042802524,66.82749871368678,2.1753613949266426,52.60453870306902,1038.294540828109,no rain,0.0,27.95,52.04,60.22,Sandy,Millets,12,1,4,10-26-26,No
28.24569088823169,87.7403171610886,12.873782941690571,53.12092983356968,1026.6957453314208,no rain,0.0,36.68,59.35,46.12,Clayey,Wheat,42,0,3,20-20,No
11.729566469809738,62.09000607478776,10.605870349168107,91.00716390471302,1048.3045130644398,no rain,0.0,33.98,50.38,53.63,Sandy,Maize,8,6,37,17-17-17,No
31.979333442185112,62.563268533008895,3.2424636621417746,0.5736247522081794,991.2157407357796,no rain,0.0,35.25,65.6,41.85,Red,Cotton,45,0,0,28-28,No
28.370344365764023,64.56418443894246,2.9580989484253077,85.55514527618718,1044.641180227414,no rain,0.0,21.87,46.4,37.57,Sandy,Paddy,16,1,19,28-28,Yes
14.412484722226504,46.583715765719965,10.588586168466168,60.823549686868695,1033.5904221685014,no rain,0.0,21.66,44.54,59.31,Black,Wheat,38,4,1,20-20,No
33.47902272718426,94.65563015708928,19.180117975285285,93.96444968033003,1016.930232190098,no rain,0.0,27.7,51.81,52.3,Sandy,Maize,9,1,35,Urea,No
22.65780560058472,48.11254724149845,3.654600118748717,74.52159320928668,1025.7276236962923,no rain,0.0,35.18,71.74,59.5,Black,Ground Nuts,7,0,14,10-26-26,No
34.99521445292413,43.87116499576256,5.182590204501953,36.62594510851456,1038.6338709306392,no rain,0.0,31.64,58.28,29.1,Sandy,Maize,36,3,0,10-26-26,Yes
14.931486857518442,47.06262553321097,2.411665847026223,63.47991567673523,1016.9339343016312,no rain,0.0,30.89,46.85,55.84,Clayey,Pulses,3,19,16,DAP,No
23.372704959580037,87.21464815961573,11.892036873430484,36.97196641297384,1025.3167673946946,no rain,0.0,35.7,57.43,35.8,Red,Cotton,9,10,27,Urea,No
17.256201063998212,83.79819463734532,18.53538579718534,92.156548309512,1048.3739055385065,rain,1.0,33.87,54.76,35.38,Loamy,Pulses,26,3,21,10-26-26,No
17.604338934731164,59.89747659192477,4.760302827943031,1.9684758216413911,1030.420739179916,no rain,0.0,37.24,59.51,60.24,Black,Sugarcane,8,4,26,10-26-26,No
24.776634520849758,30.964733323720772,9.448425263626683,55.479013776297656,985.4932007442808,no rain,0.0,27.81,67.33,35.83,Clayey,Paddy,25,3,19,10-26-26,No
33.04297667177083,98.301452327562,18.15229117122719,50.7331391153335,1030.1763133099855,no rain,0.0,38.13,56.75,55.03,Loamy,Wheat,27,3,19,14-35-14,No
30.131596389479377,39.27716842432544,14.1656628114942,19.013956312456425,1048.171314988976,no rain,0.0,31.88,69.26,37.67,Loamy,Millets,3,9,27,28-28,Yes
28.098534962533147,89.59958736145676,10.565733269290142,42.81466618894747,1007.3510602241712,no rain,0.0,37.62,56.81,33.81,Clayey,Oil seeds,11,0,14,10-26-26,Yes
23.97934455254256,84.72061606415267,12.786135360899817,29.68920253769294,983.039971268235,no rain,0.0,22.41,58.55,33.15,Clayey,Millets,9,0,14,Urea,No
33.05746259168619,95.66530471979554,14.616791404686415,67.04098416639245,1030.9127914944806,no rain,0.0,29.65,57.73,44.42,Loamy,Cotton,13,0,11,28-28,No
22.309035167272103,84.13789773597021,14.569569041687329,75.3128728257693,1001.6402202619144,rain,1.0,28.76,50.29,26.63,Loamy,Ground Nuts,15,0,13,Urea,No
31.845804458367954,53.196011357892,9.699542166949335,77.13956880272157,1044.2547896212386,no rain,0.0,23.62,54.1,36.08,Black,Tobacco,17,3,39,14-35-14,Yes
30.849541096915797,46.23398303899186,5.629519876060809,39.43519249221978,992.7777153023768,no rain,0.0,33.13,65.2,62.77,Black,Millets,14,3,42,Urea,No
15.345883670039663,56.43835742844904,4.123491857946313,19.138935814886395,1006.3668058754884,no rain,0.0,30.05,49.6,38.88,Black,Ground Nuts,11,0,41,DAP,No
29.28063657414776,44.21610193616722,18.3722775533928,29.40501096744905,981.6573913362292,no rain,0.0,20.14,55.39,34.9,Sandy,Ground Nuts,7,20,13,17-17-17,Yes
10.30427892358147,80.37023234214655,1.1649339265504557,53.4734109946715,1010.7091729095677,rain,1.0,25.12,59.64,41.7,Black,Paddy,33,2,2,20-20,No
18.070738438702183,87.85630427458773,6.741462808400545,61.53026101008356,993.300260661144,rain,1.0,33.19,62.06,52.48,Sandy,Sugarcane,12,13,8,14-35-14,No
15.739186117298743,75.25072246780736,13.801002755246143,79.48729777373728,1021.7964620919316,rain,1.0,34.27,61.65,38.7,Loamy,Sugarcane,19,0,25,DAP,No
22.67157396218284,43.02649119163715,12.001380546074492,71.97363915118422,1032.2330567696551,no rain,0.0,27.91,57.81,37.13,Clayey,Sugarcane,20,0,20,28-28,No
28.42132904201964,32.6169297720052,8.66437200286984,17.436990659146666,999.5887918157132,no rain,0.0,28.82,53.07,33.55,Clayey,Barley,2,23,13,20-20,Yes
12.441909186193104,70.62808867998751,2.0846573173007577,74.39909887728533,989.3611842526273,rain,1.0,26.41,53.31,47.82,Red,Ground Nuts,8,0,43,17-17-17,No
22.87305504841921,62.38711735557295,2.790561025181504,11.51107045487726,988.3820498106352,no rain,0.0,30.4,55.73,55.43,Sandy,Sugarcane,34,1,0,14-35-14,No
33.46030054235964,43.97927497393226,13.930457454339392,91.77544728074383,997.8315691760968,no rain,0.0,32.51,54.93,36.01,Loamy,Paddy,21,0,18,17-17-17,Yes
15.716163774573635,55.76587315542038,9.673932289387205,68.97700594466298,1037.9894989774218,no rain,0.0,26.68,58.71,31.63,Black,Oil seeds,24,0,23,10-26-26,No
26.928528602785605,67.90263789262673,6.791014619022075,11.19133664899392,1010.3148483653524,no rain,0.0,29.79,52.4,41.74,Sandy,Ground Nuts,24,0,20,DAP,No
24.82200676952894,74.30419785936057,7.495870621652834,83.65778506635564,993.507497238781,rain,1.0,27.58,61.82,63.26,Sandy,Sugarcane,15,3,39,14-35-14,No
10.251592391402331,63.36506442799728,8.573719616258987,67.84189146034055,999.8546047835268,no rain,0.0,33.86,71.98,39.51,Clayey,Pulses,20,0,20,20-20,No
21.89565489643057,97.99749752147856,13.661132377920332,71.1897126754751,1004.4947171764946,rain,1.0,31.19,54.28,56.93,Black,Oil seeds,34,0,4,28-28,No
27.71925977352621,33.23584803295992,12.018955790496268,48.74288758556818,994.2769702889186,no rain,0.0,37.5,78.9,55.18,Loamy,Millets,4,10,27,17-17-17,No
11.099385800602263,76.07455391188289,1.4096595899562403,60.47052148098895,1017.766979784126,rain,1.0,24.53,51.09,51.48,Sandy,Sugarcane,13,0,40,14-35-14,No
31.98803707559325,93.6690531251478,3.14955718154814,42.81136223127638,1019.8633821962204,no rain,0.0,34.71,71.46,27.27,Red,Maize,38,0,0,20-20,Yes
23.002035415891825,46.55949477792575,1.411113738446923,56.75095574879805,1034.5706583615706,no rain,0.0,28.71,61.58,39.06,Sandy,Maize,39,3,0,Urea,No
10.766526208142947,44.95950316483964,0.6918025150853357,78.9791162570454,1028.6860167377129,no rain,0.0,26.71,56.92,34.15,Red,Wheat,32,0,3,14-35-14,No
15.610340298021004,83.35629652378074,15.520098358900809,19.976441132893783,997.2062947955528,no rain,0.0,38.54,57.01,49.61,Black,Millets,26,0,22,17-17-17,No
33.841892410682824,64.04616558736652,17.019178153259716,87.58960400101374,991.025440216786,no rain,0.0,36.76,71.56,36.82,Clayey,Cotton,17,1,35,DAP,Yes
24.557993326301386,99.45242546885174,8.323556644522327,30.60090380522952,1043.2715798565866,no rain,0.0,30.58,51.06,30.0,Loamy,Millets,10,3,9,DAP,No
12.686814194220114,71.23865343441986,19.37681569044775,14.756650864257182,1037.794445818434,no rain,0.0,29.48,49.92,23.52,Black,Millets,15,0,15,14-35-14,No
17.18861255701404,94.64093534415947,17.27195404472662,63.45490613013687,980.5207880048356,rain,1.0,31.21,58.81,41.61,Black,Paddy,5,5,24,28-28,No
21.417590646512103,30.854736376439533,17.207700877501594,52.44097492996973,981.6398949950018,no rain,0.0,34.58,58.18,59.64,Clayey,Ground Nuts,14,2,36,10-26-26,No
10.52375173169326,40.81777343329936,7.343687998658737,29.15334893053786,1014.2179123061672,no rain,0.0,30.13,63.29,31.12,Red,Paddy,1,14,12,10-26-26,No
20.290387840343968,77.90933313261127,19.08694326208699,62.81707217233395,1038.6837978631138,rain,1.0,30.13,58.46,60.18,Loamy,Pulses,11,0,9,DAP,No
22.236465885867453,59.15264589282122,14.978596912677276,71.43518740441027,1044.7737502973862,no rain,0.0,24.63,53.02,36.99,Loamy,Sugarcane,24,1,18,DAP,No
16.091946882030804,88.51751986002861,7.07384858215449,27.258800776898173,993.5772427681536,no rain,0.0,30.44,63.3,49.43,Black,Tobacco,7,0,12,Urea,No
24.715975007299665,60.02286647895627,17.776657878899215,11.664084046240896,1036.654222935741,no rain,0.0,26.65,56.89,50.34,Black,Maize,6,15,19,28-28,No
28.83100298980442,79.909768744849,0.082245999302577,51.03051171476589,1009.1205532122274,no rain,0.0,32.06,55.75,63.43,Loamy,Wheat,41,1,0,10-26-26,No
15.895855602640887,69.63120119234208,11.43182082467766,28.297931710462944,1025.6380084555362,no rain,0.0,29.22,51.42,31.77,Loamy,Sugarcane,36,4,0,10-26-26,No
25.512497506999694,38.3932497130036,10.403455860043849,32.52251409904433,1002.0879543548966,no rain,0.0,24.12,52.17,38.96,Loamy,Barley,17,2,43,20-20,No
25.99055607409354,80.25658446949227,1.635798810605238,49.39689220974112,988.8180320756172,no rain,0.0,36.74,54.42,31.68,Black,Millets,26,0,19,28-28,No
33.71350752822103,79.44602609433886,17.247129790053734,73.12004656425184,1029.5281723672117,no rain,0.0,34.73,70.2,55.44,Loamy,Millets,4,5,29,17-17-17,No
29.45690418241109,38.10027058492503,5.634223352250003,1.4959980176729504,1001.5648515838184,no rain,0.0,26.11,42.81,42.69,Black,Millets,17,0,14,DAP,No
31.20863174475015,69.33380204654102,7.527001589060973,47.82173717038836,982.080624422703,no rain,0.0,27.48,43.68,31.29,Black,Oil seeds,38,1,0,DAP,Yes
22.26049771090688,53.49550122841029,9.503068288588182,12.349014168125104,1047.6755126420892,no rain,0.0,24.26,56.62,34.63,Loamy,Pulses,22,0,19,28-28,No
14.63371467448457,62.11948474320429,16.338696609447975,85.32278234114884,1010.0156606976608,no rain,0.0,27.33,58.93,31.31,Loamy,Wheat,24,0,18,Urea,No
34.89538232399087,59.59310851215432,11.898760615459178,25.977674881794663,986.951540080972,no rain,0.0,32.75,57.13,30.99,Red,Tobacco,8,0,36,DAP,Yes
13.23389402596749,37.334208297443205,11.279144070549137,40.40034344609759,1036.8698615384762,no rain,0.0,24.32,64.62,26.9,Sandy,Barley,5,5,26,14-35-14,No
21.786432983856635,41.061609040389584,7.247551518511783,4.742344874946969,1039.4023023712236,no rain,0.0,34.22,66.2,65.25,Clayey,Paddy,8,7,32,10-26-26,No
11.702327481052665,36.07660313005552,5.593693435834393,14.914278580668794,1001.0945058487844,no rain,0.0,26.56,61.21,46.73,Loamy,Barley,3,18,16,DAP,No
33.59627143377049,43.471290952235336,9.562404638743557,0.1789790322220485,1027.7935441622683,no rain,0.0,30.77,60.08,39.33,Black,Sugarcane,19,0,22,10-26-26,Yes
34.123123521210985,89.6711070548422,5.114670640631715,36.00353092902223,988.4165681755832,no rain,0.0,28.84,59.5,20.0,Red,Wheat,9,0,35,20-20,Yes
27.98472655009934,31.716585448405304,6.790228764085642,81.06878069171877,1007.0956612888496,no rain,0.0,25.9,59.1,46.8,Sandy,Millets,23,0,21,Urea,No
18.749821090754224,60.21320752007992,8.807526698936535,57.57784452359002,995.5061881915728,no rain,0.0,26.17,51.76,33.52,Loamy,Maize,35,0,0,14-35-14,No
16.35956002794061,86.06554720921635,16.87001728787261,83.99061454250207,997.190836688508,rain,1.0,27.2,62.82,65.08,Clayey,Maize,10,0,39,Urea,No
16.632583113426186,37.01807431691731,18.61021233493077,17.5458300743361,1047.5350025487369,no rain,0.0,29.73,48.28,26.09,Sandy,Millets,40,3,0,28-28,No
13.18235063550187,45.93995131112752,16.5948273911197,67.73415530010388,982.4273002314944,no rain,0.0,32.31,63.38,48.51,Loamy,Maize,6,8,21,DAP,No
23.145223826918077,80.92077952908008,10.51399429786213,74.58575638933894,1018.5512728012592,rain,1.0,36.46,63.12,40.28,Black,Pulses,34,2,4,Urea,No
13.545431892536936,75.32867028153468,14.231145065885508,34.4000885990569,1024.5482424469233,no rain,0.0,22.84,59.33,62.69,Clayey,Wheat,10,0,7,DAP,No
17.918266663836405,69.41166857006164,6.704172184213735,11.429768112828564,1003.3693996952284,no rain,0.0,25.4,56.88,53.51,Loamy,Millets,10,9,27,28-28,No
25.66766189897762,42.01485716397265,9.183938451085645,74.22027566274956,997.0109643802516,no rain,0.0,34.47,55.51,46.55,Clayey,Cotton,10,16,9,14-35-14,No
28.188590239768747,85.61717083761059,18.809793126944093,52.14705259831744,1035.747784450096,no rain,0.0,24.83,57.64,41.53,Red,Tobacco,23,0,23,DAP,No
10.606817615551533,39.898987831690725,7.09894959989831,46.97313237038166,991.9710018647428,no rain,0.0,34.99,53.45,34.55,Black,Ground Nuts,5,0,11,28-28,No
20.7528996094185,39.4358526306145,3.45971354514758,83.7110039698832,1025.5377814432916,no rain,0.0,35.41,55.99,30.99,Loamy,Sugarcane,14,0,34,20-20,No
26.30311487105348,85.65245310123481,9.44188114035956,49.290612729697926,1049.985593365048,no rain,0.0,35.73,68.68,38.23,Black,Oil seeds,26,0,17,28-28,No
31.331149403962826,55.84563295188527,13.05183237583176,29.497545938416923,1038.646131808596,no rain,0.0,38.03,72.22,45.56,Red,Barley,7,0,31,10-26-26,No
21.88311955530206,51.88319811463428,2.530285196169917,74.843172804215,1009.660232295876,no rain,0.0,38.49,73.46,46.36,Loamy,Ground Nuts,3,7,30,DAP,No
34.23014679294213,49.50704359171655,2.442028373452212,26.9847187616026,1027.7190827661814,no rain,0.0,35.33,57.99,70.0,Clayey,Ground Nuts,12,4,41,DAP,No
16.64081368853618,52.7480474457321,6.0738978187880015,27.62854881517588,1021.1928394306052,no rain,0.0,27.72,44.26,20.0,Loamy,Barley,11,12,30,Urea,No
10.337717665667972,53.84113197953236,18.152982027966672,20.87347894616437,1025.647673059692,no rain,0.0,32.64,48.78,46.52,Clayey,Barley,43,4,0,10-26-26,No
22.093821617543405,78.74573855245777,13.492077019859254,10.338732384796469,1001.800477202492,no rain,0.0,20.18,51.57,34.03,Sandy,Tobacco,22,1,21,28-28,No
16.40284487550045,46.818354080589074,4.438683127602201,80.15755960684137,1015.3490797237145,no rain,0.0,32.15,57.67,51.66,Red,Tobacco,9,15,7,Urea,No
30.592941800579236,52.77285174317334,12.069751212438373,70.06849342056006,985.3514062463388,no rain,0.0,31.33,55.22,24.37,Sandy,Cotton,12,0,35,Urea,Yes
15.8193168045278,84.33480559290463,13.20479667623824,38.32131853984496,996.2390808263002,no rain,0.0,25.58,54.13,29.55,Black,Sugarcane,9,0,5,20-20,No
17.765730457282658,93.92054013195984,10.461093598156898,72.49844688446831,1007.981753462385,rain,1.0,23.98,55.05,31.37,Clayey,Ground Nuts,34,1,0,20-20,No
29.780685775477806,72.89851791599025,15.187649210746574,96.1245776803728,990.9708110246452,no rain,0.0,32.63,64.09,48.36,Loamy,Barley,3,22,18,DAP,No
27.878581300634,37.35827606239649,0.4947797731831382,46.62485950303002,991.1641447497803,no rain,0.0,30.75,52.41,37.5,Loamy,Maize,38,2,0,Urea,No
23.951280916431564,67.91092624960359,3.8223445420790703,48.82853565390033,992.47923193551,no rain,0.0,27.83,48.97,45.35,Loamy,Paddy,16,0,20,20-20,No
27.623701548068983,73.94452119570843,19.327434888502385,52.90607545129347,1018.6063774506588,no rain,0.0,29.78,57.79,45.7,Clayey,Sugarcane,7,9,29,10-26-26,No
20.465921589250662,51.983688790486326,9.954800035136644,26.656018045561115,1011.6693821969538,no rain,0.0,27.09,53.92,37.19,Loamy,Sugarcane,22,0,28,DAP,No
10.132751190366696,87.96002610488281,1.530295967870583,24.800405985025755,1023.5442948026536,no rain,0.0,26.43,60.25,35.78,Sandy,Sugarcane,15,2,36,20-20,No
10.283878212804812,84.74551675300248,6.163593804359895,48.8384722249826,1048.6691273833776,no rain,0.0,27.82,48.81,25.68,Black,Pulses,44,1,0,17-17-17,No
22.780544689342165,70.2714694704203,0.0354477234681338,50.07304610270199,1022.488668342252,rain,1.0,33.4,62.87,43.1,Clayey,Millets,23,4,21,Urea,No
12.082274492974982,40.15109125989783,11.588284837712289,28.92819734951687,995.7685941797486,no rain,0.0,31.47,62.21,66.18,Black,Maize,12,8,30,Urea,No
11.27688700423142,78.81670259788642,19.98956500199136,58.231293348427,998.5784915439276,rain,1.0,31.35,67.11,31.38,Loamy,Pulses,11,2,18,14-35-14,No
34.13791597843684,92.67440646890654,11.801989950421426,77.0791354853164,993.8202954393915,no rain,0.0,26.82,51.3,34.82,Red,Barley,8,1,11,17-17-17,Yes
31.475065991451466,47.50707768412654,12.201458576288896,68.95786361732063,1034.3781871360318,no rain,0.0,26.78,65.69,55.2,Sandy,Maize,7,7,32,10-26-26,No
13.80068068023924,97.10801269788055,6.554532254561578,14.71084714567048,1014.7759855691992,no rain,0.0,25.92,47.69,61.97,Clayey,Ground Nuts,6,3,11,Urea,No
10.016605464755113,83.99116779211985,4.740650912056196,64.2391769949142,987.9517914811177,rain,1.0,27.58,42.95,54.69,Sandy,Sugarcane,9,0,4,10-26-26,No
33.54169488474391,51.02251023453786,10.163131440802388,0.3418289490308424,1041.160227808995,no rain,0.0,34.13,69.91,26.15,Sandy,Sugarcane,4,6,27,Urea,Yes
16.958132458002858,73.17747868781072,17.99572333954781,39.26967668741066,1007.6988124705416,no rain,0.0,27.47,46.61,31.72,Loamy,Tobacco,8,0,14,17-17-17,No
14.647440071387438,51.54935524564861,0.1950220822940185,46.10278491530294,1022.6727113656046,no rain,0.0,37.79,66.43,53.61,Black,Maize,13,2,8,Urea,No
27.287702695788383,36.96275132657259,11.39301684483695,79.55567869219887,1048.2231995138914,no rain,0.0,37.81,64.17,31.59,Sandy,Paddy,39,2,4,Urea,No
12.722593471033155,87.69040687344798,8.57022142540637,88.00938929819453,1020.8521250303896,rain,1.0,30.8,58.77,21.23,Sandy,Paddy,44,3,0,28-28,No
16.616239950070007,76.60649241563226,12.423586119879811,71.81977236280052,1015.5656561952854,rain,1.0,28.25,54.74,70.0,Red,Maize,15,8,12,17-17-17,No
34.37736700530117,72.98004558965053,16.7991605241603,77.52522499295468,1043.5483649737469,no rain,0.0,26.16,45.71,32.82,Clayey,Pulses,36,0,2,Urea,Yes
25.986569361850258,39.95210164992634,8.980878252532365,93.16137924063104,1042.6830687616114,no rain,0.0,33.66,67.43,38.06,Sandy,Pulses,41,2,0,28-28,No
23.01694478706384,56.41639792188579,4.353655632414113,48.45471479506448,1011.908631843356,no rain,0.0,33.31,66.96,40.72,Red,Oil seeds,7,5,26,20-20,No
19.947965370873444,91.36452560034375,7.532139738623216,27.972021515122968,1027.779496953944,no rain,0.0,34.91,57.74,67.05,Clayey,Maize,8,16,14,20-20,No
29.36252387210505,41.43131225438344,3.0110274330168707,37.01408855266072,1027.4465108439904,no rain,0.0,27.14,52.85,56.68,Sandy,Tobacco,11,0,13,17-17-17,No
13.523936913092342,33.353202089798295,1.697984284216778,42.86238420970678,1000.7517847102828,no rain,0.0,28.7,54.12,34.2,Sandy,Oil seeds,27,0,23,DAP,No
34.183445050924554,43.38060338231227,7.5175269880632705,31.61532482858075,991.4299518705004,no rain,0.0,29.99,45.79,31.39,Black,Millets,18,13,9,10-26-26,Yes
31.52807520164467,47.51260050224048,12.513970992229371,30.371413878629028,1019.8155672224914,no rain,0.0,39.07,73.97,37.05,Loamy,Tobacco,10,10,34,10-26-26,Yes
25.441424564231085,84.85497666361184,5.256706721751008,98.26898437391615,982.5252875414652,no rain,0.0,25.64,57.81,39.15,Black,Pulses,9,0,41,10-26-26,No
11.072654760063957,75.3699029832532,18.313683189383887,99.23268910729558,1037.6026009152947,rain,1.0,32.86,61.11,38.13,Black,Sugarcane,25,0,18,DAP,No
27.52139123619344,31.21399227645445,13.779025989060036,64.29280915576341,1033.2438900002728,no rain,0.0,35.95,56.17,51.09,Black,Wheat,9,10,12,20-20,No
32.83210852213702,31.21027569188377,13.726269062037986,80.97938358061602,1029.618274277502,no rain,0.0,38.15,76.07,50.5,Black,Wheat,41,0,4,Urea,No
23.11442668696565,69.68275001600388,13.834213705132758,72.11448533472536,1044.9708385172598,no rain,0.0,27.97,61.87,53.56,Black,Maize,9,2,28,20-20,No
